,city,school_name,sector,school_subclass,curricular_class
1697,mandaluyong,rizal technological university - laboratory high school,sucs/lucs,suc managed,jhs with shs
1838,makati,guadalupe viejo es,public,deped managed,purely es
1839,makati,makati es,public,deped managed,purely es
1840,makati,fort bonifacio es,public,deped managed,purely es
1841,makati,west rembo es,public,deped managed,purely es
1842,makati,makati high school,public,deped managed,jhs with shs
1843,makati,san isidro nhs,public,deped managed,purely jhs
1844,makati,gen. pio del pilar nhs,public,deped managed,purely jhs
1845,makati,makati west hs (makati science hs),public,deped managed,jhs with shs
1846,makati,"ama computer college, inc.-makati",private,non-sectarian,purely shs
1847,makati,"ama computer learning center of guadalupe makati city, inc.",private,non-sectarian,purely shs
1848,makati,asia pacific college,private,non-sectarian,purely shs
1849,makati,"centro escolar integrated school, inc.",private,non-sectarian,purely shs
1850,makati,"information and communications technology academy, inc.",private,non-sectarian,purely shs
1851,makati,global city innovative college,private,non-sectarian,purely shs
1852,makati,"school of fashion and the arts (sofa), inc.",private,non-sectarian,purely shs
1853,makati,"st. paul college of makati, inc.",private,sectarian,all offering (k to 12)
1854,makati,"spurgeon school foundation, inc.",private,non-sectarian,es and jhs (k to 10)
1855,makati,"vicente school of west rembo, inc.",private,non-sectarian,purely es
1856,makati,"international electronics and technical institute, inc.-makati",private,sectarian,purely shs
1857,makati,golden values school,private,non-sectarian,purely es
1858,makati,"colegio de sta. rosa - makati, inc.",private,sectarian,all offering (k to 12)
1859,makati,"childstart international bel-air, inc.",private,non-sectarian,purely es
1860,makati,early achievers' learning center,private,non-sectarian,purely es
1861,makati,our lady of guadalupe minor seminary,private,sectarian,jhs with shs
1862,makati,"globetek science foundation, inc. doing business under the name and style o",private,non-sectarian,purely shs
1863,makati,"one world school, inc.",private,non-sectarian,es and jhs (k to 10)
1864,makati,"leaders in all children learning center, inc.",private,non-sectarian,purely es
1865,makati,"malayan education system, inc.",private,non-sectarian,purely shs
1866,makati,a-z cambridge kindergarten inc.,private,non-sectarian,purely es
1867,makati,bloomfield academy of makati,private,non-sectarian,all offering (k to 12)
1868,makati,little treasures academy of makati inc.,private,non-sectarian,purely es
1869,makati,"ftc academy, inc.",private,non-sectarian,purely es
1870,makati,reach international school inc.-sped,private,non-sectarian,all offering (k to 12)
1871,makati,"cambridge children's learning and development, inc.",private,non-sectarian,purely es
1872,makati,appleseed montessori incorporated,private,non-sectarian,purely es
1873,makati,"makati integrated christian academy, inc.",private,non-sectarian,es and jhs (k to 10)
1874,makati,little clarion international preschool,private,non-sectarian,purely es
1875,makati,"playworks learning center makati, inc.",private,non-sectarian,purely es
1876,makati,"west rembo teachers' compound learning center, inc.",private,non-sectarian,purely es
1877,makati,"iangel learning center, inc.",private,non-sectarian,purely es
1878,makati,university of makati,sucs/lucs,luc,purely shs
1879,makati,comembo es,public,deped managed,purely es
1880,makati,east rembo es,public,deped managed,purely es
1881,makati,pembo es,public,deped managed,purely es
1882,makati,rizal es,public,deped managed,purely es
1883,makati,fort bonifacio hs,public,deped managed,jhs with shs
1884,makati,"benigno ""ninoy"" s. aquino hs",public,deped managed,jhs with shs
1885,makati,fort bonifacio hs - tibagan hs annex,public,deped managed,purely jhs
1886,makati,maria montessori holy christian school - catleya,private,non-sectarian,purely es
1887,makati,"f.e.i.h. school of makati, inc.",private,sectarian,purely es
1888,makati,"bethel christian school of makati, inc.",private,non-sectarian,purely es
1889,makati,"st. charles educational institution, inc.",private,non-sectarian,es and jhs (k to 10)
1890,makati,"berkshire eli learning center, inc",private,non-sectarian,purely es
1891,makati,"brilliance integrated school, inc.",private,non-sectarian,purely es
1892,makati,"st. nicholas learning center of makati, inc.",private,non-sectarian,purely es
1893,makati,"god's gift learning school of makati of zone 11, inc.",private,non-sectarian,all offering (k to 12)
1894,makati,maria montessori holy christian school - orkidia,private,non-sectarian,es and jhs (k to 10)
1895,makati,"d' new victoria school foundation of the philippines, inc.",private,non-sectarian,es and jhs (k to 10)
1896,makati,"school of mind achiever & reseachers of tomorrow, inc.",private,non-sectarian,purely es
1897,makati,"miracle christian center learning school, inc.",private,non-sectarian,purely es
1898,makati,"st. michael institute for lifelong education, inc.",private,non-sectarian,es and jhs (k to 10)
1899,makati,"holy archangels academy of makati, inc.",private,non-sectarian,purely es
1900,makati,highfield learning center,private,non-sectarian,purely es
1901,makati,bangkal es main,public,deped managed,purely es
1902,makati,bangkal es i,public,deped managed,purely es
1903,makati,hen. pio del pilar es main,public,deped managed,purely es
1904,makati,hen. pio del pilar es i,public,deped managed,purely es
1905,makati,bangkal hs,public,deped managed,purely jhs
1906,makati,"francisco school of makati, inc.",private,non-sectarian,purely es
1907,makati,assumption college,private,sectarian,all offering (k to 12)
1908,makati,don bosco technical institute,private,sectarian,all offering (k to 12)
1909,makati,colegio san agustin,private,sectarian,all offering (k to 12)
1910,makati,makati hope christian school,private,sectarian,all offering (k to 12)
1911,makati,christian legacy integrated learning and tutorial center corp.,private,non-sectarian,purely es
1912,makati,cambridge children's learning and development inc.,private,non-sectarian,purely es
1913,makati,jtc learning center inc.,private,non-sectarian,purely es
1914,makati,"the laren school, an alternative school, inc.",private,non-sectarian,purely es
1915,makati,"centre for international education global colleges, inc.",private,non-sectarian,es and jhs (k to 10)
1916,makati,"sacred heart learning center for future leaders, inc.",private,non-sectarian,purely es
1917,makati,"canadian american educational foundation, inc.",private,non-sectarian,es and jhs (k to 10)
1918,makati,f. benitez es-main,public,deped managed,purely es
1919,makati,jose magsaysay es,public,deped managed,purely es
1920,makati,maximo estrella es,public,deped managed,purely es
1921,makati,"nicanor c. garcia, sr. es",public,deped managed,purely es
1922,makati,shs within maximo estrella es,public,deped managed,purely shs
1923,makati,child learning center inc.,private,non-sectarian,purely es
1924,makati,"mother goose playskool of makati, inc",private,non-sectarian,purely es
1925,makati,"witty minds learning center, inc.",private,non-sectarian,es and jhs (k to 10)
1926,makati,"christ's gospel academy of learning & leadership, inc.",private,sectarian,es and jhs (k to 10)
1927,makati,st. anthony of makati montessori inc.,private,non-sectarian,es and jhs (k to 10)
1928,makati,st. therese nursery & kindergarten school,private,non-sectarian,purely es
1929,makati,pristine montessori inc.,private,non-sectarian,purely es
1930,makati,cembo es,public,deped managed,purely es
1931,makati,san jose es,public,deped managed,purely es
1932,makati,nemesio i. yabut es,public,deped managed,purely es
1933,makati,pitogo es,public,deped managed,purely es
1934,makati,south cembo es,public,deped managed,purely es
1935,makati,pitogo hs,public,deped managed,jhs with shs
1936,makati,shs within nemesio yabut es,public,deped managed,purely shs
1937,makati,guadalupe catholic school,private,sectarian,es and jhs (k to 10)
1938,makati,"haven montessori, inc.",private,non-sectarian,es and jhs (k to 10)
1939,makati,4th watch maranatha christian academy of makati,private,non-sectarian,all offering (k to 12)
1940,makati,"m.a. montessori school, inc.",private,non-sectarian,all offering (k to 12)
1941,makati,"fortridge asian school, inc.",private,non-sectarian,all offering (k to 12)
1942,makati,"casa montessori internationale, inc.",private,non-sectarian,purely es
1943,makati,fulbright science school,private,non-sectarian,es and jhs (k to 10)
1944,makati,morrisonridge academy,private,non-sectarian,purely es
1945,makati,"precious values school, inc.",private,non-sectarian,purely es
1946,makati,st. colleta special school,private,non-sectarian,purely es
1947,makati,f. benitez es iii,public,deped managed,purely es
1948,makati,la paz es,public,deped managed,purely es
1949,makati,palanan es,public,deped managed,purely es
1950,makati,san antonio village es,public,deped managed,purely es
1951,makati,san antonio nhs,public,deped managed,purely jhs
1952,makati,the playhouse for early education,private,non-sectarian,purely es
1953,makati,st. mary of the woods school,private,non-sectarian,all offering (k to 12)
1954,makati,"bethany baptist academy, makati",private,non-sectarian,all offering (k to 12)
1955,makati,"betty's bellarmine kindergarten, inc.",private,non-sectarian,purely es
1956,makati,"the school of academics and arts makati, inc.",private,non-sectarian,purely es
1957,makati,wingedwonder corporation,private,non-sectarian,purely es
1958,makati,globe academy,private,non-sectarian,purely es
1959,makati,light of the world christian academy of makati,private,non-sectarian,all offering (k to 12)
1960,makati,bright child learning center inc.,private,non-sectarian,purely es
1961,makati,kids in day school,private,non-sectarian,purely es
1962,makati,kids playlab preschool inc.,private,non-sectarian,purely es
1963,makati,"little smart reader kids philippines learning center, inc.",private,non-sectarian,purely es
1964,pasig,ilugin elementary school,public,deped managed,purely es
1965,pasig,nagpayong elementary school,public,deped managed,purely es
1966,pasig,liberato damian elementary school,public,deped managed,purely es
1967,pasig,palatiw elementary school,public,deped managed,purely es
1968,pasig,pasig elementary school,public,deped managed,purely es
1969,pasig,sagad elementary school,public,deped managed,purely es
1970,pasig,pinagbuhatan elementary school,public,deped managed,purely es
1971,pasig,rizal high school,public,deped managed,jhs with shs
1972,pasig,sagad high school,public,deped managed,purely jhs
1973,pasig,kapitolyo high school,public,deped managed,jhs with shs
1974,pasig,pinagbuhatan high school,public,deped managed,purely jhs
1975,pasig,santolan high school,public,deped managed,jhs with shs
1976,pasig,sta. lucia high school,public,deped managed,jhs with shs
1977,pasig,san joaquin-kalawaan hs,public,deped managed,purely jhs
1978,pasig,rizal experimental station and pilot school for cottage industries (respsci),public,deped managed,jhs with shs
1979,pasig,pasig city science hs,public,local government,jhs with shs
1980,pasig,nagpayong high school,public,deped managed,jhs with shs
1981,pasig,"shs in buting, pasig city",public,deped managed,purely shs
1982,pasig,ugong pasig national high school,public,deped managed,jhs with shs
1983,pasig,san lorenzo ruiz senior high school,public,deped managed,purely shs
1984,pasig,ama education corporation,private,non-sectarian,purely shs
1985,pasig,college of arts & sciences of asia & the pacific,private,sectarian,purely shs
1986,pasig,mfi polytechnic institute inc.,private,sectarian,purely shs
1987,pasig,st. chamuel institute of technology,private,non-sectarian,purely shs
1988,pasig,access computer and technical colleges-pasig campus,private,non-sectarian,purely shs
1989,pasig,"university of asia and the pacific foundation, inc.",private,non-sectarian,all offering (k to 12)
1990,pasig,"saint john bosco institute of arts and sciences, inc-rotonda",private,non-sectarian,purely shs
1991,pasig,"gateways institute of science and technology, inc.",private,non-sectarian,purely shs
1992,pasig,"dean learning school, inc.",private,sectarian,purely es
1993,pasig,escuela catolica de san sebastian,private,sectarian,es and jhs (k to 10)
1994,pasig,franciscan angel school of pasig,private,non-sectarian,purely es
1995,pasig,puso ni jesus school,private,non-sectarian,purely es
1996,pasig,shining christian movers academy,private,non-sectarian,purely es
1997,pasig,st. gabriel international school,private,non-sectarian,all offering (k to 12)
1998,pasig,st. joseph's children's centre of the ursuline missionaries of the sacred hear,private,non-sectarian,purely es
1999,pasig,"wisdom grade school, inc.",private,sectarian,purely es
2000,pasig,studentdesk integrated montessori school inc.,private,non-sectarian,purely es
2001,pasig,"kiddstuff learning zone, inc.",private,non-sectarian,purely es
2002,pasig,le claire preschool inc.,private,non-sectarian,purely es
2003,pasig,infotech college (institute of arts and sciences),private,non-sectarian,purely shs
2004,pasig,bright i educare inc.,private,non-sectarian,purely es
2005,pasig,buenmar learning center inc.,private,non-sectarian,purely es
2006,pasig,asia source icollege inc.,private,non-sectarian,purely shs
2007,pasig,"shine special education center, inc.",private,non-sectarian,purely es
2008,pasig,"st. paul college pasig -fr. louis chauvet foundation school, inc.",private,sectarian,all offering (k to 12)
2009,pasig,"mc lorenze academy, inc.",private,sectarian,es and jhs (k to 10)
2010,pasig,"lord's hand academy, inc.",private,sectarian,all offering (k to 12)
2011,pasig,spark school inc.,private,non-sectarian,es and jhs (k to 10)
2012,pasig,greenwoods kiddie center of  the  sacred heart,private,non-sectarian,purely es
2013,pasig,king solomon wisdom school of pasig,private,non-sectarian,purely es
2014,pasig,tams angel school of pasig city,private,non-sectarian,purely es
2015,pasig,riversprings school inc.,private,sectarian,es and jhs (k to 10)
2016,pasig,capellan institute of technology-preschool,private,non-sectarian,all offering (k to 12)
2017,pasig,"asia academic integrated school, inc.",private,sectarian,all offering (k to 12)
2018,pasig,"divine wisdom christian altruism academy, inc.",private,non-sectarian,purely es
2019,pasig,rizal technological university-pasig,sucs/lucs,suc managed,purely shs
2020,pasig,bambang elementary school,public,deped managed,purely es
2021,pasig,buting elementary school,public,deped managed,purely es
2022,pasig,dr. sixto antonio elementary school,public,deped managed,purely es
2023,pasig,kalawaan elementary school,public,deped managed,purely es
2024,pasig,san joaquin elementary school,public,deped managed,purely es
2025,pasig,eusebio high school,public,deped managed,jhs with shs
2026,pasig,manggahan high school,public,deped managed,purely jhs
2027,pasig,la immaculada concepcion school,private,non-sectarian,all offering (k to 12)
2028,pasig,"maranatha christian academy of pasig, inc.",private,non-sectarian,es and jhs (k to 10)
2029,pasig,"academia de sta. martha, inc.",private,non-sectarian,all offering (k to 12)
2030,pasig,colegio del buen consejo,private,sectarian,es and jhs (k to 10)
2031,pasig,d' paul kiddie center,private,non-sectarian,purely es
2032,pasig,"little learners of st. anne, inc.",private,non-sectarian,purely es
2033,pasig,pasig catholic college,private,sectarian,all offering (k to 12)
2034,pasig,accelerate pre school (splendor coeli montessori school),private,non-sectarian,purely es
2035,pasig,st. nicolas nursery & kinderhaus,private,non-sectarian,purely es
2036,pasig,"sta. marta educational center, inc.",private,non-sectarian,all offering (k to 12)
2037,pasig,"nurture geist school, inc.",private,non-sectarian,purely es
2038,pasig,"la sagesse foundation, inc",private,non-sectarian,purely es
2039,pasig,"faith of glory learning center, inc.",private,non-sectarian,purely es
2040,pasig,"god's shepherd learning center, inc.",private,non-sectarian,purely es
2041,pasig,"martires integrated academy, inc.",private,non-sectarian,es and jhs (k to 10)
2042,pasig,starting early in education and discipleship development center inc.,private,non-sectarian,purely es
2043,pasig,st. william school of pasig,private,non-sectarian,purely es
2044,pasig,st. theodore perpetual school,private,non-sectarian,es and jhs (k to 10)
2045,pasig,"the red apple playschool, inc.",private,non-sectarian,purely es
2046,pasig,"good shepherd montessori school of pasig, inc.",private,non-sectarian,es and jhs (k to 10)
2047,pasig,"abundant life faith christian learning school, inc.",private,non-sectarian,purely es
2048,pasig,"glo-vic learning center, inc.",private,non-sectarian,purely es
2049,pasig,"kids' haven intervention and learning center, inc.",private,non-sectarian,purely es
2050,pasig,young brighter learning center inc.,private,non-sectarian,purely es
2051,pasig,bagong ilog elementary school,public,deped managed,purely es
2052,pasig,francisco legaspi memorial school,public,deped managed,purely es
2053,pasig,oranbo elementary school,public,deped managed,purely es
2054,pasig,pineda elementary school,public,deped managed,purely es
2055,pasig,reedley international school,private,non-sectarian,all offering (k to 12)
2056,pasig,"creative learning school, inc.",private,non-sectarian,es and jhs (k to 10)
2057,pasig,gcf international christian school,private,non-sectarian,all offering (k to 12)
2058,pasig,golden values school inc,private,non-sectarian,es and jhs (k to 10)
2059,pasig,holy family parochial school of kapitolyo,private,sectarian,purely es
2060,pasig,humpty-dumpty school,private,non-sectarian,purely es
2061,pasig,lincolnshire internationale preschool,private,non-sectarian,purely es
2062,pasig,mother goose playskool,private,non-sectarian,purely es
2063,pasig,"st. paul college of pasig, inc.",private,non-sectarian,all offering (k to 12)
2064,pasig,sta. rosa catholic school,private,sectarian,es and jhs (k to 10)
2065,pasig,victory christian international school,private,sectarian,all offering (k to 12)
2066,pasig,"my first mulberry kids school, inc.",private,non-sectarian,purely es
2067,pasig,pail and shovel integrated school inc.,private,non-sectarian,purely es
2068,pasig,"a headstart child development center, inc.",private,sectarian,purely es
2069,pasig,domuschola school,private,non-sectarian,all offering (k to 12)
2070,pasig,learning jungle preschool center,private,non-sectarian,purely es
2071,pasig,"scoula montessori tutorial center, inc.",private,non-sectarian,purely es
2072,pasig,"discovery island learning center of pasig, inc.",private,non-sectarian,purely es
2073,pasig,"bgc kids academy international, inc.",private,non-sectarian,purely es
2074,pasig,ccf life academy foundation inc.,private,sectarian,all offering (k to 12)
2075,pasig,dela paz elementary school,public,deped managed,purely es
2076,pasig,sto. nino elementary school,public,deped managed,purely es
2077,pasig,manggahan elementary school,public,deped managed,purely es
2078,pasig,napico elementary school,public,deped managed,purely es
2079,pasig,rosario elementary school,public,deped managed,purely es
2080,pasig,san lorenzo ruiz elementary school,public,deped managed,purely es
2081,pasig,santolan elementary school,public,deped managed,purely es
2082,pasig,adt montessori school,private,non-sectarian,es and jhs (k to 10)
2083,pasig,"dee hwa liong academy, inc.",private,non-sectarian,all offering (k to 12)
2084,pasig,emerald learning center inc.,private,sectarian,purely es
2085,pasig,"god's grace christian school, inc.",private,sectarian,purely es
2086,pasig,greenville college,private,non-sectarian,all offering (k to 12)
2087,pasig,"inocencio school, inc.",private,non-sectarian,all offering (k to 12)
2088,pasig,light of life christian school of pasig inc.,private,non-sectarian,es and jhs (k to 10)
2089,pasig,our lady of perpetual help school,private,non-sectarian,all offering (k to 12)
2090,pasig,our lady of the rosary learning center,private,non-sectarian,purely es
2091,pasig,"st. rose academy, inc.",private,non-sectarian,purely es
2092,pasig,sto. niño parish school,private,sectarian,purely es
2093,pasig,"sto. niño the shepherd school, inc.",private,non-sectarian,es and jhs (k to 10)
2094,pasig,sto. tomas de villanueva parochial school,private,non-sectarian,es and jhs (k to 10)
2095,pasig,"maplebear school, inc.",private,non-sectarian,purely es
2096,pasig,"rosario christian learning center of pasig, inc..",private,non-sectarian,purely es
2097,pasig,"rafoux's playschool, inc.",private,non-sectarian,purely es
2098,pasig,"escuela de sto. rosario, inc.",private,non-sectarian,all offering (k to 12)
2099,pasig,calvary christian school of pasig inc.,private,non-sectarian,es and jhs (k to 10)
2100,pasig,blessed pedro calungsod academy,private,sectarian,es and jhs (k to 10)
2101,pasig,mariam claire integrated academy,private,non-sectarian,es and jhs (k to 10)
2102,pasig,"path to progress through learning school, inc.",private,sectarian,purely es
2103,pasig,"christian bible heritage learning center of pasig, inc.",private,sectarian,purely es
2104,pasig,woodstock learning center,private,non-sectarian,purely es
2105,pasig,"full house learning center, inc.",private,non-sectarian,purely es
2106,pasig,"busy bees learninghive, inc.",private,sectarian,purely es
2107,pasig,"dunwoody educational foundation, inc.",private,non-sectarian,es and jhs (k to 10)
2108,pasig,"child's school for the practice of appropriate childhood education (space), in",private,non-sectarian,es and jhs (k to 10)
2109,pasig,"lyngrove christian academy, inc.",private,non-sectarian,purely es
2110,pasig,barney metamorphosis learning academy,private,sectarian,purely es
2111,pasig,pasig green pasture christian school,private,non-sectarian,all offering (k to 12)
2112,pasig,emerald valley christian academy incorporated,private,non-sectarian,es and jhs (k to 10)
2113,pasig,caniogan elementary school,public,deped managed,purely es
2114,pasig,de castro elementary school,public,deped managed,purely es
2115,pasig,maybunga elementary school,public,deped managed,purely es
2116,pasig,san miguel elementary school,public,deped managed,purely es
2117,pasig,maybunga elementary school annex,public,deped managed,purely es
2118,pasig,"lanie casipe learning center, inc.",private,non-sectarian,es and jhs (k to 10)
2119,pasig,"makabata school foundation, inc.",private,sectarian,es and jhs (k to 10)
2120,pasig,arellano university pasig (andres bonifacio campus),private,non-sectarian,all offering (k to 12)
2121,pasig,la consolacion college pasig,private,sectarian,all offering (k to 12)
2122,pasig,mona lisa academy,private,sectarian,es and jhs (k to 10)
2123,pasig,"morning sun academy, inc",private,non-sectarian,purely es
2124,pasig,"niño jesus house of studies, inc.",private,non-sectarian,all offering (k to 12)
2125,pasig,pasig christian academy,private,non-sectarian,all offering (k to 12)
2126,pasig,"pasig community school foundation, inc.",private,non-sectarian,all offering (k to 12)
2127,pasig,prince n' princess school,private,non-sectarian,es and jhs (k to 10)
2128,pasig,sacred heart academy of pasig,private,non-sectarian,all offering (k to 12)
2129,pasig,"parkwood playschool, inc.",private,non-sectarian,purely es
2130,pasig,sharp kid learning center inc.,private,non-sectarian,purely es
2131,pasig,"grace woods school academy, inc.",private,non-sectarian,purely es
2132,pasig,"rosarium of bright children preschool, inc.",private,non-sectarian,purely es
2133,pasig,"pcc integrated christian school, inc.",private,non-sectarian,purely es
2134,pasig,"guardian angel learning center of pasig, inc.",private,sectarian,purely es
2135,pasig,happy kids integrated school,private,non-sectarian,purely es
2136,pasig,"advancing and nurturing tots in school, inc.",private,sectarian,purely es
2137,pasig,life giver christian learning academy,private,sectarian,purely es
2138,pasig,"asia pacific accelerated christian school, inc.",private,non-sectarian,es and jhs (k to 10)
2139,pasig,el elyon learning center incorporated,private,non-sectarian,es and jhs (k to 10)
2140,pasig,"paintbox school for kids, inc.",private,sectarian,purely es
2141,pasig,"northridge grade school and therapy center, inc.",private,non-sectarian,purely es
2142,pasig,"affordable private education center, inc. (apec schools) c. raymundo br.",private,non-sectarian,jhs with shs
2143,pasig,pink playhouse playschool incorporated,private,non-sectarian,purely es
2725,taguig,ciriaco p. tiñga elementary school,public,deped managed,purely es
2726,taguig,dr. artemio. e. natividad es,public,deped managed,purely es
2727,taguig,eusebio c. santos elementary school,public,deped managed,purely es
2728,taguig,"ricardo p. cruz, sr. elementary school",public,deped managed,purely es
2729,taguig,tipas elementary school -main,public,deped managed,purely es
2730,taguig,tipas elementary school - annex,public,deped managed,purely es
2731,taguig,ususan elementary school,public,deped managed,purely es
2732,taguig,taguig national high school,public,deped managed,jhs with shs
2733,taguig,"gen. ricardo g. papa, sr. memorial hs - main",public,deped managed,purely jhs
2734,taguig,"gen. ricardo g. papa, sr. memorial hs annex",public,deped managed,jhs with shs
2735,taguig,tipas national high school,public,deped managed,jhs with shs
2736,taguig,taguig science high school,public,deped managed,jhs with shs
2737,taguig,"sen. renato ""compañero"" cayetano memorial science & technology high sc",public,deped managed,jhs with shs
2738,taguig,stand alone shs within taguig integrated school,public,deped managed,purely shs
2739,taguig,"enderun colleges, inc.",private,sectarian,purely shs
2740,taguig,sti college - global city,private,non-sectarian,purely shs
2741,taguig,treston international college,private,non-sectarian,purely shs
2742,taguig,"asia source college of arts and technology, inc.",private,sectarian,purely shs
2743,taguig,saint therese school of technology of taguig,private,sectarian,purely shs
2744,taguig,meridian international college of business and arts inc.,private,non-sectarian,purely shs
2745,taguig,academia de san bartolome de taguig,private,non-sectarian,all offering (k to 12)
2746,taguig,colegio de sta. ana,private,non-sectarian,all offering (k to 12)
2747,taguig,"fairyland grade school, inc.",private,non-sectarian,purely es
2748,taguig,little friends of st. mary learning center,private,non-sectarian,purely es
2749,taguig,st. ignatius of loyola school,private,non-sectarian,es and jhs (k to 10)
2750,taguig,"st. vincent learning center, inc.",private,sectarian,all offering (k to 12)
2751,taguig,"athens academy, inc.",private,non-sectarian,all offering (k to 12)
2752,taguig,bicutan parochial school,private,sectarian,jhs with shs
2753,taguig,"the fisher valley college, hagonoy",private,non-sectarian,all offering (k to 12)
2754,taguig,"armor integrated learning school of taguig, inc.",private,non-sectarian,purely es
2755,taguig,"the living miracle foundation, inc.",private,non-sectarian,purely es
2756,taguig,"treasure hidden field academy, inc.",private,non-sectarian,purely es
2757,taguig,"lord of the harvest of all nations academy, inc.",private,non-sectarian,purely es
2758,taguig,"search mission baptist academy, inc.",private,non-sectarian,purely es
2759,taguig,"amb wonder development academy, inc.",private,non-sectarian,purely es
2760,taguig,mjs christian school of taguig inc.,private,non-sectarian,purely es
2761,taguig,mary angel learning center of taguig inc.,private,non-sectarian,purely es
2762,taguig,"green homes integrated school, inc.",private,sectarian,es and jhs (k to 10)
2763,taguig,"john iverson academy, inc.",private,non-sectarian,es and jhs (k to 10)
2764,taguig,el tres eres cencia escuela,private,non-sectarian,es and jhs (k to 10)
2765,taguig,"tipas catholic school, inc.",private,sectarian,purely es
2766,taguig,st. uriel academy of taguig city,private,non-sectarian,all offering (k to 12)
2767,taguig,"st. theodore school, inc.",private,non-sectarian,all offering (k to 12)
2768,taguig,"center for positive future, inc.",private,non-sectarian,purely jhs
2769,taguig,triumphant christ learning center inc.,private,non-sectarian,purely es
2770,taguig,"pillar of truth educational foundation, inc.",private,non-sectarian,purely es
2771,taguig,"monlimar development academy, inc.",private,non-sectarian,all offering (k to 12)
2772,taguig,"maria montessori holy christian school, inc.",private,non-sectarian,es and jhs (k to 10)
2773,taguig,vrice montessori school,private,non-sectarian,es and jhs (k to 10)
2774,taguig,"grant cecilia integrated school, inc.",private,non-sectarian,es and jhs (k to 10)
2775,taguig,"tipas eastern academy, inc.",private,non-sectarian,purely es
2776,taguig,"angels of the lord school of taguig, inc.",private,non-sectarian,purely es
2777,taguig,lakeview montessori center inc.,private,non-sectarian,purely es
2778,taguig,"blessed land academy of taguig, inc.",private,non-sectarian,all offering (k to 12)
2779,taguig,"budding flowers learning center, inc.",private,non-sectarian,es and jhs (k to 10)
2780,taguig,"faith grower christian school, inc.",private,non-sectarian,purely es
2781,taguig,"trinity baptist academy, church school ministry of balikatan bible baptist chu",private,non-sectarian,all offering (k to 12)
2782,taguig,garden of joy academy inc.,private,non-sectarian,es and jhs (k to 10)
2783,taguig,"precious e. peralta (pep) school, inc.",private,non-sectarian,es and jhs (k to 10)
2784,taguig,st. chamuel college inc.,private,non-sectarian,all offering (k to 12)
2785,taguig,napindan integrated school,public,deped managed,es and jhs (k to 10)
2786,taguig,taguig integrated school,public,deped managed,es and jhs (k to 10)
2787,taguig,pateros technological college,sucs/lucs,luc,purely shs
2788,taguig,taguig city university,sucs/lucs,luc,purely shs
2789,taguig,bagong tanyag elementary school - main,public,deped managed,purely es
2790,taguig,bagong tanyag elementary school - annex a,public,deped managed,purely es
2791,taguig,bagong tanyag elementary school - annex b,public,deped managed,purely es
2792,taguig,cipriano p. sta. teresa elementary school,public,deped managed,purely es
2793,taguig,daanghari elementary school,public,deped managed,purely es
2794,taguig,em's signal village elementary school,public,deped managed,purely es
2795,taguig,upper bicutan es,public,deped managed,purely es
2796,taguig,bagumbayan national high school,public,deped managed,jhs with shs
2797,taguig,signal village national high school,public,deped managed,jhs with shs
2798,taguig,maria asuncion rodriguez tiñga high school,public,deped managed,jhs with shs
2799,taguig,upper bicutan national high school,public,deped managed,jhs with shs
2800,taguig,president diosdado macapagal hs - signal vnhs annex,public,deped managed,jhs with shs
2801,taguig,maria jasee montessori school inc.,private,non-sectarian,es and jhs (k to 10)
2802,taguig,"blessed trinity learning center, inc.",private,non-sectarian,purely es
2803,taguig,"d.f. tinker bell school, inc.",private,non-sectarian,purely es
2804,taguig,"gabby's christian school, upper bicutan",private,non-sectarian,all offering (k to 12)
2805,taguig,"gabby's christian academy of signal village, inc",private,non-sectarian,all offering (k to 12)
2806,taguig,"genesis educational services foundation, inc.",private,non-sectarian,purely es
2807,taguig,"gracel christian college foundation, inc",private,non-sectarian,all offering (k to 12)
2808,taguig,grant's apostolic institute,private,non-sectarian,es and jhs (k to 10)
2809,taguig,"jesus is lord christian school foundation taguig-pateros, inc.",private,non-sectarian,purely es
2810,taguig,"mt. moriah christian academy, inc.",private,non-sectarian,all offering (k to 12)
2811,taguig,royal era academy,private,non-sectarian,es and jhs (k to 10)
2812,taguig,"saint francis of assisi college of taguig,inc.",private,non-sectarian,all offering (k to 12)
2813,taguig,"saint helena school, inc.",private,non-sectarian,es and jhs (k to 10)
2814,taguig,"st. ives school, inc.",private,non-sectarian,jhs with shs
2815,taguig,"saint lawrence foundation school, inc.",private,non-sectarian,es and jhs (k to 10)
2816,taguig,sto. niño catholic school,private,sectarian,all offering (k to 12)
2817,taguig,"army's angels integrated school, inc.",private,non-sectarian,all offering (k to 12)
2818,taguig,"christian light academy of taguig, inc.",private,non-sectarian,purely es
2819,taguig,"providence advent academy, inc.",private,non-sectarian,purely es
2820,taguig,"olympian's integrated montessori school, inc.",private,non-sectarian,purely es
2821,taguig,child scholars learning academy inc.,private,non-sectarian,purely es
2822,taguig,"rosarian integrated school of taguig, inc.",private,non-sectarian,all offering (k to 12)
2823,taguig,"maranatha christian academy of taguig city, inc.",private,non-sectarian,purely es
2824,taguig,"st. john kiddie school of taguig, inc.",private,non-sectarian,purely es
2825,taguig,"st. ives school, inc.",private,non-sectarian,purely es
2826,taguig,future champs learning center inc.,private,non-sectarian,purely es
2827,taguig,"holy spirit christian learning centre, inc.",private,non-sectarian,es and jhs (k to 10)
