Region,Division,District,BEIS School ID,School Name,Street Address,Municipality,Legislative District,Barangay,Sector,Urban/Ru,Sacl hColaosls Sifuicbactliaosnsification,Modified Curricural Offering Classification
NCR,Paranaque City,Paranaque Cit,District II136765,Sto. Niño Elementary School,JP. Rizal St.,CITY OF PARAÑAQUE,1st District,SANTO NINO,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District II136772,Rogelio G. Gatchalian Elementary School,Don Juan St. Gat. Mendoza,CITY OF PARAÑAQUE,1st District,VITALEZ,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District II226001,Sun Valley Elementary School,"Elizabeth Ave., Sapang Maligaya",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District II300553,San Antonio High School Parañaque,Sucat Road,CITY OF PARAÑAQUE,2nd District,SAN ANTONIO,Public,Urban,DepED Managed,Purely JHS
NCR,Paranaque City,Paranaque Cit,District II320201,Parañaque Science High School,"Dahlia Street, Sto. Nino",CITY OF PARAÑAQUE,1st District,SANTO NINO,Public,Urban,DepED Managed,JHS with SHS
NCR,Paranaque City,Paranaque Cit,District II320203,Moonwalk National High School,"-St Mary's Daang Batang St., San Agustin Vill.",CITY OF PARAÑAQUE,2nd District,MOONWALK,Public,Urban,DepED Managed,JHS with SHS
NCR,Paranaque City,Paranaque Cit,District II320204,Sun Valley National High School,"Elizabeth Avenue, Sta. Ana Drive",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Public,Urban,DepED Managed,JHS with SHS
NCR,Paranaque City,Paranaque Cit,District II340635,Sto. Niño Senior High School,J.P. Rizal St Sto. Nino Paranaque City,CITY OF PARAÑAQUE,1st District,SANTO NINO,Public,Urban,DepED Managed,Purely SHS
NCR,Paranaque City,Paranaque Cit,District II406972,"Ann Arbor Montessori Learning Center, Inc.","390 El Grande Avenue, BFHomes",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II406973,"Arandia College, Inc.","L1B1 F. Valarao St., Airport Vill.",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II406976,Children of Light Academy of Parañaque City,4455 Bernardo Square Annex 29-32 BLS,CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II406979,Learning Garden Montessori School,"266 Aguirre Avenue, BF Homes",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II406980,Lighthouse Bible Believer's Christian Academy,"25 J. Jugo St.,",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II406981,"Madre Maria Pia Notari School, Inc.","70 Timothy St., Multinational Village",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II406983,"Marymount Academy of Parañaque (MAPI), Inc.","J. Villaroman Street, Classic Homes Village",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II406985,Palm Crest School,"18 Palm Spring St.,",CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II406986,"Pean Integrated School of  Paranaque, Inc.","235 Aldrin Street Moonwalk Village, Paranaque, Metro Manila",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II406988,Sacred Heart School,"Madre Isabella de Rosis St.,",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II406993,Golden Achievers Academy of Parañaque,"Andrew Street, Annex 35 Betterliving Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II406995,"MACE Learning Center, Inc.","304 El Grande Ave.,",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407011,"Fr. Simpliciano Academy, Inc.","Fr. Simpliciano St., Brgy. Don Bosco, Parañaque City",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407014,Golden Values School,"24 Canberra St., BF Northwest Village, BF Homes III",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407015,Great Christian Academy Foundation,747 Sun Valley Drive,CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407018,Immaculate Heart of Mary College-Parañaque,"Dominic Savio Street, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II407021,"John Shannon Educational Center, Inc.","34 Pres. Quezon St., Teoville Subd.,",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407022,Southfields International Christian Academe Centrum,"84 Amity Extension, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407023,"Kid's Choice Academy, Inc.","10 Aguinaldo Malacanang Vill.,",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II407032,Manresa School,"Candida Maria St., BF Homes",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II407035,"Mary Heights Learning Center, Inc.","52 Severina Ave., Km 18",CITY OF PARAÑAQUE,2nd District,MARCELO GREEN VILLAGE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407037,Mother Maria Maddalena Starace School,"42 Russia Street, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407063,"ST. JOHN PAUL II ACADEMY, INC.","Gladiola St., Marimar 2 Village",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407065,"Sunvalley Montessori Foundation, Inc.","11-15 Benedictine Street, Sta. Ana Village",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407753,DOREA ACADEMY,"Blk 15 Lots 2 & 3 Cateye st., Severina Diamond Ave., Km. 18, Parañaque City",CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407755,GREENHEIGHTS EARLY LEARNING CENTER,"105 Greenheight Ave., Greenheights Village, Sucat, Parañaque City",CITY OF PARAÑAQUE,1st District,SAN ISIDRO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407757,Rising Achievers Academy Corp.,"25 Doña Soledad Avenue, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407760,VILLAGE PRE-SCHOOL,"7196 Marcelo Ave., Marcelo Green Village, Parañaque City",CITY OF PARAÑAQUE,2nd District,MARCELO GREEN VILLAGE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407846,"Philippians Academy of Parañaque, Inc.","1316 Haise St. cor. Borman st., Moonwalk, Paranaque City",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II407951,"Archers Arrow Learning Center, Inc.","47 Jericho Street, Multinational Village",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II407953,"Maranatha Christian Academy of Sucat, Inc.","Bodoni Street, Area 3, Fourth Estate Subdivision",CITY OF PARAÑAQUE,2nd District,SAN ANTONIO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408000,"Escuela De San Gabriel De Dolorosa, Inc.","Sta. Ana Drive, Sun Valley Subdivision",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II408192,"GRACE SPECIAL SCHOOL, INC.","312 Stafford st., Moonwalk 1, Parañaque City",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408203,"MOTHER OF DIVINE GRACE SCHOOL OF PARAÑAQUE, INC.",826 A Passionist St.,CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408325,"KID'S TOWN LEARNING CENTER, INC.","28 Teheran street, Multinational Village, Paranaque City",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408356,SACRED HEART SCHOOL - SUN VALLEY,"3690 Sun Valley Drive, Sun Valley Subdivision, Parañaque City",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408416,"World of Wonder Preschools, Inc.","50 Russia Street, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408418,"Philippine Christian School of Tomorrow, Inc.",MJS Avenue Levitown Executive Village,CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II408446,"EUROPEAN INTERNATIONAL SCHOOL, INC.","75 Swaziland st., Betterliving Subdivision, Brgy. Don Bosco, Parañaque City",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II408519,Beginners Mind Montessori House Corp.,"77 Jerusalem Street, Multinational Village",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408612,"E-Minds Center for Learning of Parañaque, Inc.","26 Lesotho St., Annex 37 Better Living,",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408613,Greatstart International School Inc.,"187 Doña Soledad Avenue Extension, Better Living Subdivision",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408660,"Little Ranch Learning Center, Inc.","3002 Mahogany cor. Camagong St., United Parañaque Subd. 2",CITY OF PARAÑAQUE,2nd District,SAN MARTIN DE PORRES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II408774,Precious Jewels Play and Learn School (BF Homes) Inc.,79 Aguirre Avenue,CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II409001,"Center for Excellence in Special Education (Stepping Stone) Foundation, Inc.","8001 Del Carmen Street, St. Rita Village,",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486003,Holy Francis School of Paranaque,"Servant Brothers of St. Francis, Franciscan Servites",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II486010,Merville Sacred Heart School,"74 Vienna St., Merville Parañaque",CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486013,"Paulo Scholastic Chastity de Montessori Academy, Inc","33-34 Japan St., Brgy. Don Bosco, Better Living Subd.",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486016,"The Masters Academy Foundation, Inc. (Home Education Program)",Km 16 West Service Road,CITY OF PARAÑAQUE,2nd District,MARCELO GREEN VILLAGE,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II486026,"Maria Montessori Children's School Foundation, Inc.","E. Nery Drive, Merville Park Subd.",CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486034,"Christian Faith Academy of Betterliving, Inc.","147 Peru St., Betterliving Subd.,",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II486041,NBCA International School. Inc.,"42 Aguirre Street,",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486045,"Philippinne Christian School of Tomorrow, Inc.","MJS Ave., Levitown Exec. Village, Don Bosco",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486048,Create & Learning Paths School Inc.,48 Calcutta Merville Park,CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486049,Enfuego Christian Academy,244 Aguirre Avenue,CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II486050,"Under thy Wings Christian Academy, Inc.","16 Rhodesia St., Better Living Subd.Brgy Don Bosco",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486051,"D' Archangels' Ark Academy, Inc.","Lot 17 Block 2 Sagana Village, San Agustin",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486059,Mighty Christian Academy Corp.,"1510 San Andres Street, Ramos Village, Sun Valley",CITY OF PARAÑAQUE,2nd District,SUN VALLEY,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486061,SPECTRUM CIRCLE CHILD LEARNING CENTER INC.,146 LEVITOWN AVENUE. LEVITOWN DON BOSCO PARANAQUE CITY,CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486064,"United Parañaque School, Inc.","129 Champaca St. United Parañaque Subdivision IV, Marcelo Green, Parañaque City",CITY OF PARAÑAQUE,2nd District,MARCELO GREEN VILLAGE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486066,Life Formation Mission Academy,"4776 Sampaguita St., Marimar Vill. I Parañaque City",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District II486067,KINDER CARE LEARNING CENTER,"#31 Concha Cruz Drive, BF Homes, Parañaque City",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486072,Blessed Adelheid Academy Incorporated,"Daang Batang St., Brgy. Moonwalk, Pque City",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Paranaque City,Paranaque Cit,District II486074,"THE BRIDGE SCHOOL, INC.","29 Cairo street, BF Northwest, BF Homes, Parañaque City",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District II486076,"KIDSVILLE CREATIVE SYSTEMS, INC.","#15 Canada cor. Ceylon st., Betterliving Subd., Paranaque City",CITY OF PARAÑAQUE,2nd District,DON BOSCO,Private,Urban,Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136766,Tambo Elementary School Main,-NAIA Road,CITY OF PARAÑAQUE,1st District,TAMBO,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136767,Baclaran Elementary School Central,Pinaglabanan St.,CITY OF PARAÑAQUE,1st District,BACLARAN,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136768,Baclaran Elementary School Unit I,- Pinaglabanan St.,CITY OF PARAÑAQUE,1st District,BACLARAN,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136769,Baclaran Elementary School Unit II,SANTIAGO ST,CITY OF PARAÑAQUE,1st District,BACLARAN,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136770,Camp Claudio Elementary School,"C.Santos St., Tambo",CITY OF PARAÑAQUE,1st District,TAMBO,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III136771,Tambo Elementary School Unit I,-C. SANTOS ST.,CITY OF PARAÑAQUE,1st District,TAMBO,Public,Urban,DepED Managed,Purely ES
NCR,Paranaque City,Paranaque Cit,District III408034,Abenton Learning Center Philippines,"Block 1 Lot 9 Daang Batang Street, Las Casas 100, San Agustin Village",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III408141,"KIDDIE LAB LEARNING SCHOOL, INC.","2 Florida street, Merville Park Subdivision, Parañaque City",CITY OF PARAÑAQUE,2nd District,MERVILLE,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III408191,"WISENHEIMER ACADEMY, INC.","8404 Dr. A. Santos Ave., Brgy BF Homes, Parañaque City",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III409504,Smartbridge School Inc.,"8432 Dr. A. Santos Avenue, Sucat",CITY OF PARAÑAQUE,2nd District,B. F. HOMES,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III486033,Nativity House of Learning,"533 Quirino Ave.,",CITY OF PARAÑAQUE,1st District,TAMBO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District III486056,"Clay and Potter Learning Center, Inc.",8 T. Alonzo Street,CITY OF PARAÑAQUE,1st District,TAMBO,Private,Urban,Non-Sectarian,Purely ES
NCR,Paranaque City,Paranaque Cit,District III486060,"First Born Christian School, Inc.","4241 Fast Track St., Brgy Moonwalk, Parañaque City",CITY OF PARAÑAQUE,2nd District,MOONWALK,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Paranaque City,Paranaque Cit,District III486063,"Amanda Bright Child Development School, Inc.","4077 Airport Road, Baclaran, Parañaque City",CITY OF PARAÑAQUE,2nd District,BACLARAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Las Piñas City,Las Piñas City I,136773,CAA Elementary School Main,"Green Revolution St.,CAA",CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136774,Daniel Fajardo ES,San Jose Street,CITY OF LAS PIÑAS,Lone District,DANIEL FAJARDO,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136775,Gatchalian ES,Tolentino Street,CITY OF LAS PIÑAS,Lone District,MANUYO DOS,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136776,Ilaya Elementary School,Tramo Street,CITY OF LAS PIÑAS,Lone District,ILAYA,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136777,Las Pinas ES Central,Padre Diego Cera Avenue,CITY OF LAS PIÑAS,Lone District,ELIAS ALDANA,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136778,Manuyo Elementary School,"Tramo Street, Manuyo I",CITY OF LAS PIÑAS,Lone District,MANUYO UNO,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136779,Pulanlupa ES,Naga Road,CITY OF LAS PIÑAS,Lone District,PULANG LUPA UNO,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136780,Pulanlupa ES - Camella Annex,Camella Homes 3D Pulanglupa Dos,CITY OF LAS PIÑAS,Lone District,PULANG LUPA DOS,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,136781,Vergonville ES,"Aurora Drive Ext., Vergonville Subd.",CITY OF LAS PIÑAS,Lone District,PULANG LUPA DOS,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,226502,CAA ES Annex,Tigaon Street,CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Public,Urban,DepED Managed,Purely ES
NCR,Las Piñas City,Las Piñas City I,305430,Las Piñas National High School,"Sultana Road, Tabon I",CITY OF LAS PIÑAS,Lone District,DANIEL FAJARDO,Public,Urban,DepED Managed,JHS with SHS
NCR,Las Piñas City,Las Piñas City I,305431,Captain Albert Aguilar NHS,CAA Rd. cor. Balikatan St.,CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Public,Urban,DepED Managed,Purely JHS
NCR,Las Piñas City,Las Piñas City I,305433,Las Pinas North NHS,"Aurora Drive,Vergonville Subdivision",CITY OF LAS PIÑAS,Lone District,PULANG LUPA DOS,Public,Urban,DepED Managed,Purely JHS
NCR,Las Piñas City,Las Piñas City I,320302,CAA NHS Annex,Narra cor. Receiver St.,CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Public,Urban,DepED Managed,Purely JHS
NCR,Las Piñas City,Las Piñas City I,320303,Las Piñas NHS - Gatchalian Annex,"Tolentino st. corner Marquez st, Gatchalian Subd.",CITY OF LAS PIÑAS,Lone District,MANUYO DOS,Public,Urban,DepED Managed,Purely JHS
NCR,Las Piñas City,Las Piñas City I,320307,Las Piñas City Technical-Vocational High School,"Molave Street, Admiral Village",CITY OF LAS PIÑAS,Lone District,TALON TRES,Public,Urban,DepED Managed,JHS with SHS
NCR,Las Piñas City,Las Piñas City I,340548,Las Piñas City National Senior High School - Manuyo Campus,Tramo St. Manuyo I,CITY OF LAS PIÑAS,Lone District,MANUYO UNO,Public,Urban,DepED Managed,Purely SHS
NCR,Las Piñas City,Las Piñas City I,340550,Las Piñas City National Senior High School - CAA Campus,"119 Saging Street, Phase II",CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Public,Urban,DepED Managed,Purely SHS
NCR,Las Piñas City,Las Piñas City I,340551,Las Piñas City National Senior High School - Dona Josefa Campus,"Dona Josefa Subdvision Pilar Village, Las Piñas City",CITY OF LAS PIÑAS,Lone District,ALMANZA UNO,Public,Urban,DepED Managed,Purely SHS
NCR,Las Piñas City,Las Piñas City I,340552,Las Piñas City National Senior High School- Talon Dos Campus,"Carnival Park St., BF Resort Village, Brgy. Talon Dos, Las Pinas City",CITY OF LAS PIÑAS,Lone District,TALON DOS,Public,Urban,DepED Managed,Purely SHS
NCR,Las Piñas City,Las Piñas City I,400981,ABE International College of Business and Economics-Las Piñas City,"RCS Bldg., III Alabang Zapote Rd. Pamplona 3, Las Pinas City",CITY OF LAS PIÑAS,Lone District,PAMPLONA TRES,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,400986,AMA Computer College-Las Piñas City,"AC & SONS Bldg. Alabang Zapote Rd. cor. Metrocor Rd. Almazan 1, Las Pinas City",CITY OF LAS PIÑAS,Lone District,ALMANZA UNO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,400997,Southville International School and Colleges,"1281 Tropical Ave. Cor Luxembourg St., BF Homes International, Las Piñas City",CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Las Piñas City,Las Piñas City I,400999,St. Augustine College-Las Piñas City Inc.,"# 165 Real St.  Alabang-Zapote Road Pamplona 1, Las Piñas City",CITY OF LAS PIÑAS,Lone District,PAMPLONA UNO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,401000,STI College - Las Piñas,"Alabang-Zapote Road, Pamplona, Las Piñas City",CITY OF LAS PIÑAS,Lone District,PAMPLONA TRES,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,405657,"International Electronics and Technical Institute, Inc.-Las Piñas City","3rd and 4th Floor M.S. Navarro Bldg. Real Street, Pamplona III, Las Piñas City",CITY OF LAS PIÑAS,Lone District,PAMPLONA TRES,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,405660,Southville International School Affiliated with Foreign Universities,"Lima corner Luxemburg St., BF International, Las Piñas City",CITY OF LAS PIÑAS,Lone District,B. F. INTERNATIONAL VILLAGE,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,405952,"AZGH College, Inc.","Atlas Compound, Naga Road Pulanglupa,",CITY OF LAS PIÑAS,Lone District,PULANG LUPA UNO,Private,Urban,Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,406499,"Asian Caregiving and Technology Education Centers, Inc. - Las Piñas","C5 & C6 Santiaguel Bldg., Verdant Ave. Acres Subd., Pamplona 3 Verdant, Alabang-Za","oCtITeY R Od.F, LaAsS  PPiIñÑaAS",Lone District,PAMPLONA TRES,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,407036,Philippine Merchant Marine School,"San Antonio Valley Road, Talon 1, Las Piñas City",CITY OF LAS PIÑAS,Lone District,TALON UNO,Private,Urban,Non-Sectarian,Purely SHS
NCR,Las Piñas City,Las Piñas City I,407076,"Academy of Jesus, Inc.","Block 1 Lots 3 & 4 Calachuchi Street, Mother Earth Subdivision",CITY OF LAS PIÑAS,Lone District,TALON DOS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Las Piñas City,Las Piñas City I,407078,"Young Achievers International School, Inc.","DBP Road, DBP Farms Subdivision, Pulang Lupa Dos LAs Piñas C",CITY OF LAS PIÑAS,Lone District,PULANG LUPA DOS,Private,Urban,Non-Sectarian,All Offering (K to 12)
